tcpdump.bc: tcpdump.bc: reading from file A, link-type NULL (BSD loopback)
reading from file A, link-type JUNIPER_SERVICES (Juniper Advanced Services PIC)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type JUNIPER_ATM2 (Juniper ATM2 PIC)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type JUNIPER_ATM2 (Juniper ATM2 PIC)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type JUNIPER_ATM1 (Juniper ATM1 PIC)
reading from file A, link-type JUNIPER_ATM1 (Juniper ATM1 PIC)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type JUNIPER_ATM2 (Juniper ATM2 PIC)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type JUNIPER_ATM2 (Juniper ATM2 PIC)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type JUNIPER_ATM1 (Juniper ATM1 PIC)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
tcpdump.bc: reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type JUNIPER_ATM1 (Juniper ATM1 PIC)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
tcpdump.bc: reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type JUNIPER_SERVICES (Juniper Advanced Services PIC)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type JUNIPER_SERVICES (Juniper Advanced Services PIC)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type SYMANTEC_FIREWALL (Symantec Firewall)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
tcpdump.bc: reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type JUNIPER_ATM1 (Juniper ATM1 PIC)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type APPLE_IP_OVER_IEEE1394 (Apple IP-over-IEEE 1394)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type MTP2_WITH_PHDR (SS7 MTP2 with Pseudo-header)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type MTP2 (SS7 MTP2)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type ATM_RFC1483 (RFC 1483 LLC-encapsulated ATM)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type MTP3 (SS7 MTP3)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type GPRS_LLC (GPRS LLC)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type RAW (Raw IP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
tcpdump.bc: reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type SCCP (SS7 SCCP)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type GPRS_LLC (GPRS LLC)
reading from file A, link-type PPP_PPPD (PPP for pppd, with direction flag)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type PPP_SERIAL (PPP over serial)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type GPF_F (GPF-F)
reading from file A, link-type GPRS_LLC (GPRS LLC)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type GPF_T (GPF-T)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type JUNIPER_MONITOR (Juniper Passive Monitor PIC)
reading from file A, link-type IEEE802_11_RADIO_AVS (802.11 plus AVS radio information header)
reading from file A, link-type GPF_T (GPF-T)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type PPP_SERIAL (PPP over serial)
reading from file A, link-type GPRS_LLC (GPRS LLC)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type BACNET_MS_TP (BACnet MS/TP)
reading from file A, link-type PPP_SERIAL (PPP over serial)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
reading from file A, link-type PPP_BSDOS (BSD/OS PPP)
reading from file A, link-type DOCSIS (DOCSIS)
reading from file A, link-type PPP_SERIAL (PPP over serial)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type JUNIPER_PPPOE (Juniper PPPoE)
reading from file A, link-type GPRS_LLC (GPRS LLC)
reading from file A, link-type JUNIPER_PPPOE_ATM (Juniper PPPoE/ATM)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type LINUX_IRDA (Linux IrDA)
reading from file A, link-type PPP_SERIAL (PPP over serial)
reading from file A, link-type SLIP_BSDOS (BSD/OS SLIP)
